MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
12858,Dol-U-Ron Forte,Paracetamol + Codeína,Supositório,1000 mg + 60 mg,"Bene Farmacêutica, Lda.",Dol_U_Ron_ForteSupositório1000_mg_+_60_mg.pdf,20240325183110,Dol_U_Ron_ForteSupositório1000_mg_+_60_mg
51159,Paracetamol + Codeína Pharmakern MG,Paracetamol + Codeína,Comprimido,500 mg + 30 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Paracetamol_+_Codeína_Pharmakern_MGComprimido500_mg_+_30_mg.pdf,20240325183110,Paracetamol_+_Codeína_Pharmakern_MGComprimido500_mg_+_30_mg
598943,Chrobion MG,Paracetamol + Difenidramina,Comprimido revestido por película,500 mg + 25 mg,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Chrobion_MGComprimido_revestido_por_película500_mg_+_25_mg.pdf,20240325183110,Chrobion_MGComprimido_revestido_por_película500_mg_+_25_mg
645825,Antigrippine Trieffect Tosse Cápsulas,Paracetamol + Fenilefrina + Guaifenesina,Cápsula,500 mg + 6.1 mg + 100 mg,"Perrigo Portugal, Lda.",Antigrippine_Trieffect_Tosse_CápsulasCápsula500_mg_+_6_1_mg_+_100_mg.pdf,20240325183110,Antigrippine_Trieffect_Tosse_CápsulasCápsula500_mg_+_6_1_mg_+_100_mg
588062,Panadol Gripus,Paracetamol + Fenilefrina + Guaifenesina,Cápsula,500 mg + 6.1 mg + 100 mg,"Haleon Portugal, Lda.",Panadol_GripusCápsula500_mg_+_6_1_mg_+_100_mg.pdf,20240325183110,Panadol_GripusCápsula500_mg_+_6_1_mg_+_100_mg
590301,Flucavex MG,Paracetamol + Feniramina + Ácido ascórbico,Granulado para solução oral em saqueta,500 mg + 25 mg + 200 mg,"Pharma Bavaria Internacional (PBI) Portugal, Unipessoal Lda.",Flucavex_MGGranulado_para_solução_oral_em_saqueta500_mg_+_25_mg_+_200_mg.pdf,20240325183110,Flucavex_MGGranulado_para_solução_oral_em_saqueta500_mg_+_25_mg_+_200_mg
7778,Saridon-N,Paracetamol + Propifenazona + Cafeína,Comprimido,250 mg + 150 mg + 50 mg,"Bayer Portugal, Lda.",Saridon_NComprimido250_mg_+_150_mg_+_50_mg.pdf,20240325183111,Saridon_NComprimido250_mg_+_150_mg_+_50_mg
595226,Holsigrip,Paracetamol + Pseudoefedrina,Comprimido,500 mg + 30 mg,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",HolsigripComprimido500_mg_+_30_mg.pdf,20240325183111,HolsigripComprimido500_mg_+_30_mg
7907,Sinutab II,Paracetamol + Pseudoefedrina,Comprimido,500 mg + 30 mg,"Johnson & Johnson, Lda.",Sinutab_IIComprimido500_mg_+_30_mg.pdf,20240325183111,Sinutab_IIComprimido500_mg_+_30_mg
101,Adalgur N,Paracetamol + Tiocolquicosido,Comprimido,500 mg + 2 mg,"Angelini Pharma Portugal, Unipessoal Lda",Adalgur_NComprimido500_mg_+_2_mg.pdf,20240325183111,Adalgur_NComprimido500_mg_+_2_mg
623627,Descontran MG,Paracetamol + Tiocolquicosido,Comprimido,500 mg + 2 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Descontran_MGComprimido500_mg_+_2_mg.pdf,20240325183111,Descontran_MGComprimido500_mg_+_2_mg
6656,Parafinina,Parafina líquida,Solução oral,144.275 ml,"Generis Farmacêutica, S.A.",ParafininaSolução_oral144_275_ml,20240325183111,ParafininaSolução_oral144_275_ml
32143,Dynastat,Parecoxib,Pó e solvente para solução injetável,40 mg/2 ml,Pfizer Europe MA EEIG,DynastatPó_e_solvente_para_solução_injetável40_mg_2_ml.pdf,20240325183111,DynastatPó_e_solvente_para_solução_injetável40_mg_2_ml
612102,Paricalcitol Altan,Paricalcitol,Solução injetável,2 µg/ml,"Altan Pharmaceuticals, S.A.",Paricalcitol_AltanSolução_injetável2_µg_ml.pdf,20240325183111,Paricalcitol_AltanSolução_injetável2_µg_ml
612103,Paricalcitol Altan,Paricalcitol,Solução injetável,5 µg/ml,"Altan Pharmaceuticals, S.A.",Paricalcitol_AltanSolução_injetável5_µg_ml.pdf,20240325183111,Paricalcitol_AltanSolução_injetável5_µg_ml
52059,Paricalcitol Fresenius MG,Paricalcitol,Solução injetável,5 µg/ml,Fresenius Medical Care Nephrologica Deutschland GmbH,Paricalcitol_Fresenius_MGSolução_injetável5_µg_ml.pdf,20240325183111,Paricalcitol_Fresenius_MGSolução_injetável5_µg_ml
592241,Rextol MG,Paricalcitol,Cápsula mole,1 µg,"Rafarm, S.A.",Rextol_MGCápsula_mole1_µg.pdf,20240325183111,Rextol_MGCápsula_mole1_µg
592242,Rextol MG,Paricalcitol,Cápsula mole,2 µg,"Rafarm, S.A.",Rextol_MGCápsula_mole2_µg.pdf,20240325183111,Rextol_MGCápsula_mole2_µg
44821,Zemplar,Paricalcitol,Cápsula mole,1 µg,"Abbvie, Lda.",ZemplarCápsula_mole1_µg.pdf,20240325183111,ZemplarCápsula_mole1_µg
44822,Zemplar,Paricalcitol,Cápsula mole,2 µg,"Abbvie, Lda.",ZemplarCápsula_mole2_µg.pdf,20240325183112,ZemplarCápsula_mole2_µg
42060,Dropax,Paroxetina,"Gotas orais, solução",10 mg/ml,"Italfarmaco - Produtos Farmacêuticos, Lda.",DropaxGotas_orais__solução10_mg_ml.pdf,20240325183112,DropaxGotas_orais__solução10_mg_ml
36903,Paroxetina Alter Genéricos MG,Paroxetina,Comprimido revestido por película,20 mg,"Alter Genéricos - Comercialização de Produtos Genéricos, Lda.",Paroxetina_Alter_Genéricos_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Alter_Genéricos_MGComprimido_revestido_por_película20_mg
43609,Paroxetina Aurobindo MG,Paroxetina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Paroxetina_Aurobindo_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Aurobindo_MGComprimido_revestido_por_película20_mg
600942,Paroxetina Aurovitas MG,Paroxetina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Paroxetina_Aurovitas_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Aurovitas_MGComprimido_revestido_por_película20_mg
36904,Paroxetina Bluepharma 20 mg Comprimidos Revestidos MG,Paroxetina,Comprimido revestido por película,20 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Paroxetina_Bluepharma_20_mg_Comprimidos_Revestidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Bluepharma_20_mg_Comprimidos_Revestidos_MGComprimido_revestido_por_película20_mg
36426,Paroxetina Farmoz 20 mg Comprimidos Revestidos MG,Paroxetina,Comprimido revestido por película,20 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Paroxetina_Farmoz_20_mg_Comprimidos_Revestidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Farmoz_20_mg_Comprimidos_Revestidos_MGComprimido_revestido_por_película20_mg
37154,Paroxetina Genedec 20 mg Comprimidos MG,Paroxetina,Comprimido revestido por película,20 mg,"Decomed Farmacêutica, Lda.",Paroxetina_Genedec_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Genedec_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg
44606,Paroxetina GP MG,Paroxetina,Comprimido,20 mg,"GP - Genéricos Portugueses, Lda.",Paroxetina_GP_MGComprimido20_mg.pdf,20240325183112,Paroxetina_GP_MGComprimido20_mg
620143,Paroxetina Labesfal MG,Paroxetina,Comprimido revestido por película,20 mg,"Generis Farmacêutica, S.A.",Paroxetina_Labesfal_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Labesfal_MGComprimido_revestido_por_película20_mg
32412,Paroxetina Mylan MG,Paroxetina,Comprimido revestido por película,20 mg,"Mylan, Lda.",Paroxetina_Mylan_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Mylan_MGComprimido_revestido_por_película20_mg
34522,Paroxetina Pentafarma MG,Paroxetina,Comprimido revestido por película,20 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Paroxetina_Pentafarma_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Pentafarma_MGComprimido_revestido_por_película20_mg
34431,Paroxetina Pharmakern 20 mg Comprimidos revestidos MG,Paroxetina,Comprimido revestido por película,20 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Paroxetina_Pharmakern_20_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183112,Paroxetina_Pharmakern_20_mg_Comprimidos_revestidos_MGComprimido_revestido_por_película20_mg
34720,Paroxetina Ratiopharm 20 mg Comprimidos MG,Paroxetina,Comprimido revestido por película,20 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Paroxetina_Ratiopharm_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183113,Paroxetina_Ratiopharm_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg
49421,Paroxetina Sandoz MG,Paroxetina,Comprimido revestido por película,20 mg,"Sandoz Farmacêutica, Lda.",Paroxetina_Sandoz_MGComprimido_revestido_por_película20_mg.pdf,20240325183113,Paroxetina_Sandoz_MGComprimido_revestido_por_película20_mg
37157,Paroxetina toLife 20 mg Comprimidos MG,Paroxetina,Comprimido revestido por película,20 mg,"Towa Pharmaceutical, S.A.",Paroxetina_toLife_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg.pdf,20240325183113,Paroxetina_toLife_20_mg_Comprimidos_MGComprimido_revestido_por_película20_mg
36990,Paroxetina Zentiva MG,Paroxetina,Comprimido revestido por película,20 mg,"Zentiva Portugal, Lda.",Paroxetina_Zentiva_MGComprimido_revestido_por_película20_mg.pdf,20240325183113,Paroxetina_Zentiva_MGComprimido_revestido_por_película20_mg
7860,Seroxat,Paroxetina,Comprimido revestido por película,20 mg,"GlaxoSmithkline Produtos Farmacêuticos, Lda.",SeroxatComprimido_revestido_por_película20_mg.pdf,20240325183113,SeroxatComprimido_revestido_por_película20_mg
590981,Signifor,Pasireotido,Pó e veículo para suspensão injetável,20 mg/2 ml,Recordati Rare Diseases,SigniforPó_e_veículo_para_suspensão_injetável20_mg_2_ml.pdf,20240325183113,SigniforPó_e_veículo_para_suspensão_injetável20_mg_2_ml
591261,Signifor,Pasireotido,Pó e veículo para suspensão injetável,40 mg/2 ml,Recordati Rare Diseases,SigniforPó_e_veículo_para_suspensão_injetável40_mg_2_ml.pdf,20240325183113,SigniforPó_e_veículo_para_suspensão_injetável40_mg_2_ml
591262,Signifor,Pasireotido,Pó e veículo para suspensão injetável,60 mg/2 ml,Recordati Rare Diseases,SigniforPó_e_veículo_para_suspensão_injetável60_mg_2_ml.pdf,20240325183113,SigniforPó_e_veículo_para_suspensão_injetável60_mg_2_ml
619683,Veltassa,Patirómero,Pó para suspensão oral,16.8 g,Vifor Fresenius Medical Care Renal Pharma France SASU,VeltassaPó_para_suspensão_oral16_8_g.pdf,20240325183113,VeltassaPó_para_suspensão_oral16_8_g
619682,Veltassa,Patirómero,Pó para suspensão oral,8.4 g,Vifor Fresenius Medical Care Renal Pharma France SASU,VeltassaPó_para_suspensão_oral8_4_g.pdf,20240325183113,VeltassaPó_para_suspensão_oral8_4_g
636362,Onpattro,Patisiran,Concentrado para solução para perfusão,2 mg/ml,Alnylam Netherlands B.V.,OnpattroConcentrado_para_solução_para_perfusão2_mg_ml.pdf,20240325183113,OnpattroConcentrado_para_solução_para_perfusão2_mg_ml
49078,Votrient,Pazopanib,Comprimido revestido por película,200 mg,Novartis Europharm Limited,VotrientComprimido_revestido_por_película200_mg.pdf,20240325183113,VotrientComprimido_revestido_por_película200_mg
49079,Votrient,Pazopanib,Comprimido revestido por película,400 mg,Novartis Europharm Limited,VotrientComprimido_revestido_por_película400_mg.pdf,20240325183113,VotrientComprimido_revestido_por_película400_mg
627002,Oncaspar,Pegaspargase,Pó para solução injetável ou para perfusão,3750 U,Les Laboratoires Servier,OncasparPó_para_solução_injetável_ou_para_perfusão3750_U.pdf,20240325183114,OncasparPó_para_solução_injetável_ou_para_perfusão3750_U
32404,Neulasta,Pegfilgrastim,Solução injetável,6 mg/0.6 ml,"Amgen Europe, B.V.",NeulastaSolução_injetável6_mg_0_6_ml.pdf,20240325183114,NeulastaSolução_injetável6_mg_0_6_ml
647384,Pelgraz MB,Pegfilgrastim,Solução injetável em injetor pré-cheio,6 mg/0.6 ml,"Accord Healthcare, S.L.U.",Pelgraz_MBSolução_injetável_em_injetor_pré_cheio6_mg_0_6_ml.pdf,20240325183114,Pelgraz_MBSolução_injetável_em_injetor_pré_cheio6_mg_0_6_ml
636702,Pelgraz MB,Pegfilgrastim,Solução injetável em seringa pré-cheia,6 mg/0.6 ml,"Accord Healthcare, S.L.U.",Pelgraz_MBSolução_injetável_em_seringa_pré_cheia6_mg_0_6_ml.pdf,20240325183114,Pelgraz_MBSolução_injetável_em_seringa_pré_cheia6_mg_0_6_ml
638665,Ziextenzo MB,Pegfilgrastim,Solução injetável em seringa pré-cheia,6 mg/0.6 ml,Sandoz GmbH,Ziextenzo_MBSolução_injetável_em_seringa_pré_cheia6_mg_0_6_ml.pdf,20240325183114,Ziextenzo_MBSolução_injetável_em_seringa_pré_cheia6_mg_0_6_ml
32047,Pegasys,Peginterferão alfa-2a,Solução injetável em seringa pré-cheia,0.135 mg/0.5 ml,Zr Pharma& GmbH,PegasysSolução_injetável_em_seringa_pré_cheia0_135_mg_0_5_ml.pdf,20240325183114,PegasysSolução_injetável_em_seringa_pré_cheia0_135_mg_0_5_ml
32048,Pegasys,Peginterferão alfa-2a,Solução injetável em seringa pré-cheia,0.18 mg/0.5 ml,Zr Pharma& GmbH,PegasysSolução_injetável_em_seringa_pré_cheia0_18_mg_0_5_ml.pdf,20240325183114,PegasysSolução_injetável_em_seringa_pré_cheia0_18_mg_0_5_ml
587261,Plegridy,Peginterferão beta-1a,Solução injetável em caneta pré-cheia,(63 µg/0.5 ml)+(94 µg/0.5 ml),Biogen Netherlands B.V.,PlegridySolução_injetável_em_caneta_pré_cheia63_µg_0_5_ml+94_µg_0_5_ml.pdf,20240325183114,PlegridySolução_injetável_em_caneta_pré_cheia63_µg_0_5_ml+94_µg_0_5_ml
587262,Plegridy,Peginterferão beta-1a,Solução injetável em caneta pré-cheia,125 µg/0.5 ml,Biogen Netherlands B.V.,PlegridySolução_injetável_em_caneta_pré_cheia125_µg_0_5_ml.pdf,20240325183114,PlegridySolução_injetável_em_caneta_pré_cheia125_µg_0_5_ml
32052,Somavert,Pegvisomant,Pó e solvente para solução injetável,10 mg/1 ml,Pfizer Europe MA EEIG,SomavertPó_e_solvente_para_solução_injetável10_mg_1_ml.pdf,20240325183114,SomavertPó_e_solvente_para_solução_injetável10_mg_1_ml
32053,Somavert,Pegvisomant,Pó e solvente para solução injetável,15 mg/1 ml,Pfizer Europe MA EEIG,SomavertPó_e_solvente_para_solução_injetável15_mg_1_ml.pdf,20240325183114,SomavertPó_e_solvente_para_solução_injetável15_mg_1_ml
32054,Somavert,Pegvisomant,Pó e solvente para solução injetável,20 mg/1 ml,Pfizer Europe MA EEIG,SomavertPó_e_solvente_para_solução_injetável20_mg_1_ml.pdf,20240325183114,SomavertPó_e_solvente_para_solução_injetável20_mg_1_ml
610802,Keytruda,Pembrolizumab,Concentrado para solução para perfusão,25 mg/ml,Merck Sharp & Dohme B.V.,KeytrudaConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183114,KeytrudaConcentrado_para_solução_para_perfusão25_mg_ml
46540,Alimta,Pemetrexedo,Pó para concentrado para solução para perfusão,100 mg,"Eli Lilly Nederland, B.V.",AlimtaPó_para_concentrado_para_solução_para_perfusão100_mg.pdf,20240325183115,AlimtaPó_para_concentrado_para_solução_para_perfusão100_mg
37410,Alimta,Pemetrexedo,Pó para concentrado para solução para perfusão,500 mg,"Eli Lilly Nederland, B.V.",AlimtaPó_para_concentrado_para_solução_para_perfusão500_mg.pdf,20240325183115,AlimtaPó_para_concentrado_para_solução_para_perfusão500_mg
604682,Armisarte,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,Actavis Group PTC ehf.,ArmisarteConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183115,ArmisarteConcentrado_para_solução_para_perfusão25_mg_ml
659744,Pemetrexedo Accord,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,"Accord Healthcare, S.L.U.",Pemetrexedo_AccordConcentrado_para_solução_para_perfusão25_mg_ml,20240325183115,Pemetrexedo_AccordConcentrado_para_solução_para_perfusão25_mg_ml
645826,Pemetrexedo EBEWE,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,"Sandoz Farmacêutica, Lda.",Pemetrexedo_EBEWEConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183121,Pemetrexedo_EBEWEConcentrado_para_solução_para_perfusão25_mg_ml
647307,Pemetrexedo Ever Pharma,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,Ever-Valinject GmbH,Pemetrexedo_Ever_PharmaConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183121,Pemetrexedo_Ever_PharmaConcentrado_para_solução_para_perfusão25_mg_ml
657884,Pemetrexedo Fresenius Kabi,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,Fresenius Kabi Deutschland GmbH,Pemetrexedo_Fresenius_KabiConcentrado_para_solução_para_perfusão25_mg_ml,20240325183121,Pemetrexedo_Fresenius_KabiConcentrado_para_solução_para_perfusão25_mg_ml
671305,Pemetrexedo Mylan,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,"Mylan, Lda.",Pemetrexedo_MylanConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183127,Pemetrexedo_MylanConcentrado_para_solução_para_perfusão25_mg_ml
632705,Pemetrexedo Stada,Pemetrexedo,Concentrado para solução para perfusão,25 mg/ml,"Stada, Lda.",Pemetrexedo_StadaConcentrado_para_solução_para_perfusão25_mg_ml.pdf,20240325183128,Pemetrexedo_StadaConcentrado_para_solução_para_perfusão25_mg_ml
664365,Pemazyre,Pemigatinib,Comprimido,13.5 mg,Incyte Biosciences Distribution B.V.,PemazyreComprimido13_5_mg.pdf,20240325183128,PemazyreComprimido13_5_mg
664364,Pemazyre,Pemigatinib,Comprimido,4.5 mg,Incyte Biosciences Distribution B.V.,PemazyreComprimido4_5_mg.pdf,20240325183128,PemazyreComprimido4_5_mg
652726,Pemazyre,Pemigatinib,Comprimido,9 mg,Incyte Biosciences Distribution B.V.,PemazyreComprimido9_mg.pdf,20240325183128,PemazyreComprimido9_mg
9048,Fenivir,Penciclovir,Creme,10 mg/g,"Perrigo Portugal, Lda.",FenivirCreme10_mg_g.pdf,20240325183128,FenivirCreme10_mg_g
4786,Kelatine,Penicilamina,Comprimido revestido,300 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",KelatineComprimido_revestido300_mg.pdf,20240325183128,KelatineComprimido_revestido300_mg
33447,Octreoscan,Pentetreotida de índio (111In),Precursor radiofarmacêutico,122 MBq + 10 µg,"Mallinckrodt Medical, B.V.",OctreoscanPrecursor_radiofarmacêutico122_MBq_+_10_µg.pdf,20240325183128,OctreoscanPrecursor_radiofarmacêutico122_MBq_+_10_µg
6113,Nipent,Pentostatina,Pó para solução injetável ou para perfusão,10 mg,"Laboratórios Pfizer, Lda.",NipentPó_para_solução_injetável_ou_para_perfusão10_mg.pdf,20240325183128,NipentPó_para_solução_injetável_ou_para_perfusão10_mg
36626,Pentoxifilina Generis MG,Pentoxifilina,Comprimido de libertação modificada,400 mg,"Generis Farmacêutica, S.A.",Pentoxifilina_Generis_MGComprimido_de_libertação_modificada400_mg.pdf,20240325183128,Pentoxifilina_Generis_MGComprimido_de_libertação_modificada400_mg
8666,Trental,Pentoxifilina,Comprimido de libertação modificada,400 mg,"Neuraxpharm Portugal, Unipessoal Lda",TrentalComprimido_de_libertação_modificada400_mg.pdf,20240325183128,TrentalComprimido_de_libertação_modificada400_mg
55255,Fycompa,Perampanel,Comprimido revestido por película,10 mg,Eisai GmbH,FycompaComprimido_revestido_por_película10_mg.pdf,20240325183128,FycompaComprimido_revestido_por_película10_mg
55256,Fycompa,Perampanel,Comprimido revestido por película,12 mg,Eisai GmbH,FycompaComprimido_revestido_por_película12_mg.pdf,20240325183128,FycompaComprimido_revestido_por_película12_mg
55251,Fycompa,Perampanel,Comprimido revestido por película,2 mg,Eisai GmbH,FycompaComprimido_revestido_por_película2_mg.pdf,20240325183128,FycompaComprimido_revestido_por_película2_mg
55252,Fycompa,Perampanel,Comprimido revestido por película,4 mg,Eisai GmbH,FycompaComprimido_revestido_por_película4_mg.pdf,20240325183129,FycompaComprimido_revestido_por_película4_mg
55253,Fycompa,Perampanel,Comprimido revestido por película,6 mg,Eisai GmbH,FycompaComprimido_revestido_por_película6_mg.pdf,20240325183129,FycompaComprimido_revestido_por_película6_mg
55254,Fycompa,Perampanel,Comprimido revestido por película,8 mg,Eisai GmbH,FycompaComprimido_revestido_por_película8_mg.pdf,20240325183129,FycompaComprimido_revestido_por_película8_mg
637024,Fycompa,Perampanel,Suspensão oral,0.5 mg/ml,Eisai GmbH,FycompaSuspensão_oral0_5_mg_ml.pdf,20240325183129,FycompaSuspensão_oral0_5_mg_ml
47384,Coversyl,Perindopril,Comprimido orodispersível,10 mg,"Servier Portugal - Especialidades Farmacêuticas, Lda.",CoversylComprimido_orodispersível10_mg.pdf,20240325183129,CoversylComprimido_orodispersível10_mg
47382,Coversyl,Perindopril,Comprimido orodispersível,5 mg,"Servier Portugal - Especialidades Farmacêuticas, Lda.",CoversylComprimido_orodispersível5_mg.pdf,20240325183129,CoversylComprimido_orodispersível5_mg
39289,Coversyl 10 mg,Perindopril,Comprimido revestido por película,10 mg,"Servier Portugal - Especialidades Farmacêuticas, Lda.",Coversyl_10_mgComprimido_revestido_por_película10_mg.pdf,20240325183129,Coversyl_10_mgComprimido_revestido_por_película10_mg
39288,Coversyl 5 mg,Perindopril,Comprimido revestido por película,5 mg,"Servier Portugal - Especialidades Farmacêuticas, Lda.",Coversyl_5_mgComprimido_revestido_por_película5_mg.pdf,20240325183129,Coversyl_5_mgComprimido_revestido_por_película5_mg
52908,Perindopril Anova MG,Perindopril,Comprimido revestido por película,10 mg,"Laboratórios Anova - Produtos Farmacêuticos, Lda.",Perindopril_Anova_MGComprimido_revestido_por_película10_mg.pdf,20240325183129,Perindopril_Anova_MGComprimido_revestido_por_película10_mg
52907,Perindopril Anova MG,Perindopril,Comprimido revestido por película,5 mg,"Laboratórios Anova - Produtos Farmacêuticos, Lda.",Perindopril_Anova_MGComprimido_revestido_por_película5_mg.pdf,20240325183129,Perindopril_Anova_MGComprimido_revestido_por_película5_mg
